"","GSM7434220","GSM7434221","GSM7434222","GSM7434223","GSM7434225","GSM7434226","GSM7434227","GSM7434228","GSM8114527","GSM8114528","GSM8114529","GSM8114530","GSM8114531","GSM8114532","GSM8114533","GSM8114534"
"cg13540639",0.0599537726032106,0.253130308517728,0.0349188210937509,0.119492346201512,0.196351954502482,0.121423092592258,0.250322749598967,0.0990837183326921,0.109876105208625,0.0361923175879558,0.178796944091942,0.0360404657113824,0.0739152292740786,0.246357599330689,0.17813368233487,0.0633435247643296
"cg26544981",0.856742782756682,0.873845441981977,0.90260301553995,0.841152547429556,0.910981076721493,0.716802314338814,0.852433427315862,0.753343354977802,0.855677768180446,0.783161147597866,0.816337688055987,0.768122285018984,0.888063335818929,0.794038444686353,0.728747949381786,0.847092836652005
"cg24336358",0.511722510560971,0.569397548879448,0.462641240250444,0.61808068178517,0.48851882810682,0.465880249105172,0.563257439037972,0.441650038326792,0.535519692572783,0.527974818388712,0.598712759634302,0.657475089308119,0.619586816718834,0.553149317457847,0.577291193856867,0.458451487422655
"cg18026626",0.519982062582989,0.504224563806873,0.521811950846722,0.531410270377,0.543899210543359,0.499986577903997,0.496874109067353,0.494013972808646,0.645664764408979,0.674985100564754,0.543916865450478,0.664925815726175,0.655352838760951,0.684296545403607,0.52822817480933,0.615894844478765
"cg03559717",0.125987756028917,0.0843118265732081,0.284497629358696,0.359423202822209,0.358138284870816,0.231837965544059,0.436730903138412,0.0961019274235414,0.157844406978686,0.149029567566261,0.162484921714122,0.111973749076161,0.0640126194877083,0.250938960325301,0.236611950304777,0.303805073249896
"cg03575602",0.171295230060803,0.0492114198669165,0.105474871469794,0.183395206667769,0.280116865665084,0.252558153051357,0.301833433807101,0.0391178199153274,0.109535769501942,0.115912422773405,0.129033097719512,0.130942827712959,0.126140872674997,0.123483754242362,0.257244935332096,0.0745484349926493
"cg05510702",0.103645399949894,0.296394108619731,0.0918843061423397,0.269232832158735,0.183222959165836,0.229400425242587,0.152546321459174,0.165518989256155,0.170283726081004,0.0904902201211827,0.0950111052444108,0.146737921944279,0.0802114001240111,0.135264931308472,0.155169074418804,0.205205623708292
"cg09069579",0.164702896175401,0.0947198705016309,0.0650079989882917,0.26130718872805,0.0944926482247679,0.159344783185838,0.225589618073512,0.0673064892567948,0.11867676889406,0.0680670182748315,0.111060311759917,0.104891381209954,0.0618781048911795,0.1499968302661,0.0678618796232535,0.165225945784081
"cg00499539",0.0862513016757126,0.114599551057583,0.224540022911821,0.150023992122875,0.293249052002472,0.117761960737957,0.245309904962194,0.0779529641200566,0.165394873896196,0.105130245104983,0.249754904070669,0.14122391265423,0.0575076282821996,0.123812260070029,0.112632790476469,0.1027848799799
"cg17841124",0.116990629276174,0.0663482290495455,0.211301468984928,0.247067917219682,0.157727157595008,0.174740594854574,0.260343979900918,0.062719969603103,0.126858888935799,0.0471627488068126,0.213349023213118,0.23828868422766,0.0563316014395664,0.246965878900114,0.110705131083704,0.0757368981540308
"cg05227101",0.805598658912582,0.851455221776637,0.695343260018074,0.756178322733864,0.774256575816951,0.68927402014793,0.627267037422825,0.861775831431918,0.78279735716765,0.677569654175447,0.675488499387195,0.822771110232168,0.800261914926776,0.822524917980539,0.754295030919357,0.779810133203378
"cg07537739",0.218760914967085,0.146276099677637,0.237862846391414,0.224634208620681,0.305584166770841,0.328187285101964,0.374671062312829,0.176500523432194,0.119029030938938,0.0681085539935666,0.197370627846435,0.121356681014305,0.110220664717724,0.168438598205323,0.303474476553312,0.179368730379134
"cg02823530",0.398091518603617,0.326203761089049,0.129095737783944,0.130290645955019,0.270781458129267,0.221551506369364,0.385304480215963,0.103285690669106,0.212674814281451,0.46411800418123,0.298187391900372,0.284438483094295,0.165898002811012,0.265725279931064,0.252801647614029,0.0798054654185987
"cg06855137",0.135401320833542,0.0933594999814619,0.276554004269775,0.269769645264409,0.247496292361534,0.353520079347738,0.315441574259562,0.178779021979695,0.119837161540637,0.12027902242353,0.399642164917604,0.17111194826682,0.0736490750565877,0.262136402004099,0.188754585080058,0.250643803129499
"cg26662308",0.166685143928935,0.454437640756878,0.278196364207104,0.0877801582457264,0.223173068914633,0.175983117387712,0.296900423345337,0.142339638808434,0.0766314248700358,0.0466670583396794,0.158076863812196,0.156982200967257,0.0424115628820409,0.248235506095331,0.121295140561244,0.0688513284092561
"cg20611272",0.929433323995807,0.940400332071085,0.891119282433969,0.857574211199237,0.871360784726111,0.934657581807313,0.841821713404479,0.973066936496472,0.947096807278031,0.946372149441892,0.882099402385852,0.966554010633968,0.919341523126905,0.871867969974793,0.93366929759995,0.971862767226814
"cg02506093",0.645547587408558,0.506663786176574,0.546429925864955,0.404185803705714,0.512500169537774,0.670198077351976,0.654663273809964,0.348408030482613,0.466972182634523,0.62453852760241,0.520328942456707,0.532837166383684,0.333099330730204,0.590640863513369,0.495923376548591,0.482642814549339
"cg14527983",0.15371895825911,0.190763582470156,0.332272443947384,0.34243300169729,0.271772184569296,0.268977359147261,0.295066248047568,0.242104162861722,0.256306293139904,0.213506779382702,0.313852887336953,0.156563357433291,0.102179093611119,0.255076927859929,0.330214048209417,0.552237733680594
"cg02523350",0.235917456804153,0.130682581074161,0.281492605251523,0.204512742289053,0.127706806171755,0.0639076169391821,0.262072447524411,0.0499540451973686,0.0984388794591408,0.081705643088697,0.213663491694262,0.0586068949750337,0.0537794109962364,0.109318460471137,0.132227200612046,0.0930432931328606
"cg24587080",0.219818251128606,0.242587278795479,0.198588184197044,0.221067036396275,0.268798099547955,0.333780800872129,0.264335515757234,0.120651380164083,0.0561257062950447,0.177294374598482,0.168817665436338,0.273080867103661,0.213441755167656,0.111036962128062,0.0987142392112124,0.21549850284237
"cg13512478",0.123461242162102,0.256550617299666,0.189308374566115,0.339106768212452,0.162647260401943,0.241234691229731,0.332466403090805,0.0580693737771945,0.0565561685370541,0.127034116558559,0.0888991877925889,0.091907400751167,0.0487055859970431,0.171713799912944,0.0425627321947783,0.0824856685725514
"cg25494605",0.150540248245453,0.0759717462684439,0.122245197917401,0.134705427000798,0.162598330888935,0.131837138426753,0.270138198628738,0.0587432261601929,0.0815555563789635,0.0786400233837591,0.100189098805045,0.0322388590748724,0.0312629679756059,0.0345977359508971,0.123043749046041,0.0718546017422284
"cg14087536",0.0769919606849362,0.0405861308460604,0.139687271539152,0.10708351110218,0.124500750793182,0.100250610170932,0.205669504610331,0.00429424989276079,0.0779604148086525,0.218519128572009,0.233259143881623,0.0180238281580255,0.0229112787175739,0.200053763158821,0.26185310755085,0.0561393913020108
"cg07062764",0.253280620204658,0.280493993515218,0.0984809925201385,0.369847271173697,0.192874161420235,0.177733693689588,0.284936085317665,0.119962372740723,0.0616818347331287,0.050386739417557,0.165026400717985,0.0719560490832318,0.0575201423835515,0.130732776302391,0.135381361975507,0.0882048768184486
"cg04997772",0.899775100958932,0.92382578259719,0.833782357333424,0.920070009441275,0.881150373512571,0.907924054680355,0.880112502592699,0.916706219746412,0.907736676774945,0.88397516353925,0.924425461136543,0.924942155849645,0.946087091763054,0.882786950538336,0.911509199560699,0.918814343175333
"cg15670214",0.813003212475606,0.858823026654758,0.69357499650964,0.830094611566324,0.801287662201168,0.789323935263774,0.864358463898464,0.933856495448267,0.81329366343948,0.701850129021605,0.787312439297404,0.762859533846211,0.896193082334452,0.865291159396985,0.767234407695908,0.888250638622276
"cg12581970",0.484323789201826,0.175202261722954,0.0978816601069025,0.381496169464574,0.437079520362524,0.346093281340816,0.449936899383754,0.0777165268768945,0.2760401474888,0.140503382100099,0.475282084550075,0.198389244686429,0.171021417335236,0.48194505754643,0.27057899895929,0.25701938750865
"cg15587041",0.261370866972121,0.277409824741909,0.26962765989646,0.363102711638797,0.245992716644855,0.20699419118264,0.212776728974244,0.0935818930352871,0.103037993065005,0.110034321370978,0.122666889464736,0.0452512593303904,0.102648413887904,0.210934092832206,0.0551012724599059,0.0326862940760948
"cg07479368",0.43539675059415,0.319138683065617,0.0838298119422742,0.323219086145528,0.284858396916223,0.20421628243295,0.327288575936872,0.0407908848812989,0.130707621008882,0.348562093562976,0.276375560834872,0.243617765938011,0.108499726992614,0.286818220732129,0.215897563907281,0.127686622074541
"cg07880727",0.937857826573751,0.925366948408048,0.920105376281443,0.93477070474462,0.873974849292938,0.911097795433563,0.865261692879666,0.872528433826766,0.927755700509177,0.926378048155373,0.919131026209047,0.912685534721714,0.915276553139024,0.9177178980282,0.891158172247184,0.96960505054124
"cg16983055",0.0732714811384264,0.106724266931135,0.213877092957303,0.100916271906511,0.282287269715274,0.283741522268428,0.352877817496257,0.0301955779069959,0.134816236220815,0.0335575506226853,0.0526487558838054,0.121825140398052,0.21400000044998,0.138340559196443,0.325608349371276,0.0974988492794246
"cg07054502",0.0217705084002559,0.134564060827438,0.081095516798788,0.164488265673742,0.0618266095624215,0.0945055989365574,0.259982152254564,0.144908543824676,0.0970270925037025,0.0435730164511834,0.0666342040311738,0.0318580096108884,0.0854002857042935,0.0533365048543005,0.0430135067098203,0.0464984157544877
"cg04374632",0.892314538131094,0.822046270008312,0.768583340126103,0.900978582970227,0.853855108559913,0.730243169825048,0.86302129467913,0.8339072927578,0.816808293999133,0.878585331172982,0.793723677927518,0.864236705623031,0.825588763775934,0.918886056981516,0.769201579246736,0.914220975702764
"cg21687300",0.178609144498598,0.204763650538001,0.10031706109538,0.204757120045732,0.322947188191246,0.20077518344718,0.292407200179133,0.110224720787465,0.0939813250031905,0.122026333984307,0.111135132957325,0.150371408432643,0.12978723395802,0.232168801618839,0.0826428731255157,0.135037867262432
"cg06748889",0.364361023831323,0.0715308884225992,0.278737784868295,0.0956298536627296,0.129892484751641,0.264443547769376,0.228792540425224,0.0550209501559299,0.194483343723507,0.0880208447254721,0.0904658628267232,0.0906951051286388,0.330929691325491,0.0552337430515595,0.0987867880217483,0.0536355836491044
"cg16580762",0.880448910945466,0.889006005212822,0.95966418783154,0.943760968623632,0.809150237992185,0.877821503202366,0.927698390702683,0.967219410595003,0.941496283798259,0.932994701148664,0.848965562180933,0.88325101651272,0.946469298435641,0.937035837180016,0.944470663073589,0.948882972601421
"cg03383434",0.458893376281274,0.433646887642056,0.29583395964628,0.508774263584193,0.457670031299775,0.448651218978642,0.590134091981904,0.227050332927081,0.514252744108705,0.432901324160037,0.539143099410041,0.453159494640116,0.515948880313413,0.53947875501706,0.596931077082654,0.537966270284829
"cg11909467",0.123425866583563,0.112052762053843,0.172319387744401,0.283620575678536,0.193905927387836,0.258752098455669,0.351327152747028,0.149887280864527,0.136927139101338,0.0495252356266412,0.0571786983989476,0.096121510155745,0.212711621362866,0.222475541093313,0.0725281030095719,0.0488864348892307
"cg21415304",0.124279690510582,0.0962907418592158,0.251559445424396,0.18441328887454,0.17449414968504,0.145363931237461,0.221461619350643,0.0959644587129214,0.131793737840344,0.0746923157832514,0.08515678618375,0.116917811835047,0.0574793747226793,0.133494908047843,0.115607636998855,0.13880366398439
"cg17789565",0.448386929282199,0.412733778985511,0.270220610547862,0.472818175800444,0.472845111127947,0.490362409570504,0.420192423755267,0.0818096335816562,0.297449563488903,0.411236517024378,0.442908567954672,0.568439711472818,0.399013318884679,0.591129064971263,0.526380673173728,0.523116437833349
"cg04689697",0.0672639059631899,0.065060050280072,0.0748674110138384,0.325497913933499,0.0769829736460695,0.0853822849785484,0.283567886361233,0.106133459098869,0.0888979809424535,0.0306936993252292,0.0898530669536604,0.099585074786473,0.083528781476378,0.174774867432065,0.0549345640246149,0.0471718709423107
"cg00582562",0.0657791714558548,0.215762629977664,0.02253817585988,0.0875095819191002,0.0679436111133087,0.282548542535841,0.166221259605544,0.0479553052367268,0.147528092361578,0.0879492843674409,0.165888104330038,0.0992579398417243,0.023136416423307,0.0371142686056811,0.0742779235461318,0.108461656703446
"cg14576436",0.870123152087155,0.925378089734794,0.910019436246952,0.819165941930902,0.68710761674198,0.896709009356805,0.780989208089763,0.893783518553469,0.926212522645659,0.903065428943196,0.87003429174276,0.842801950717254,0.945716695041828,0.845792341546423,0.90528886844253,0.924099016059911
"cg04049033",0.18387339644798,0.190776255872142,0.088461160099581,0.205015142618993,0.24404348621375,0.259812306747399,0.196395282863333,0.021789232994692,0.112434856510053,0.0776497080354963,0.167826682519576,0.164945665633851,0.218383448876995,0.228002171783484,0.162457523326878,0.0843710748108573
"cg12938694",0.891900455983578,0.941757411804838,0.899439880903055,0.876359278200521,0.89263681171956,0.837384102603658,0.793193128754833,0.779619317800021,0.867109256041071,0.917180875382504,0.811693332429426,0.863767371623176,0.9383895796777,0.887941511080754,0.845596340326674,0.902007665135101
"cg10359480",0.801249931249097,0.545012779115163,0.896136698143575,0.765429538610015,0.653255654555211,0.773481325013942,0.635952455718426,0.816292553617489,0.745273590978835,0.5756426003563,0.642725755230477,0.844465616490688,0.679625270200134,0.551251057077923,0.745446750847212,0.835837404421194
"cg26301185",0.425452213970891,0.138778090591473,0.470417643798631,0.504679530728137,0.369117158055911,0.210846844389738,0.407045856783587,0.124988365165056,0.369158675803514,0.275740846478472,0.345858557310149,0.130150277664448,0.189651035830738,0.362073365903687,0.266749728710353,0.317906441729785
"cg19092708",0.262418220257638,0.0394286119659008,0.403816801095882,0.424819816945896,0.31671712826671,0.283947901362758,0.396260266195735,0.393057326695386,0.187779380287692,0.215507034359602,0.223998534089741,0.182766873874311,0.0926852700217625,0.328787828244663,0.3088393009149,0.330851588857912
"cg20880837",0.321230119089761,0.292781999550989,0.436853962183565,0.400237308034038,0.314940643910988,0.473800377287491,0.375438414578743,0.328903610987221,0.239626346992361,0.244731838211779,0.38472425450093,0.16300447609937,0.109328410583172,0.471953969554908,0.2921111699487,0.286601749948728
"cg26140475",0.734223278984295,0.678377543396804,0.585391565727071,0.667753380643476,0.581970466259453,0.510193120019118,0.614800642115957,0.833819902317114,0.74412831303309,0.700871726631209,0.666768053472676,0.71254038184783,0.867949869296224,0.740092022001737,0.570976583894161,0.716551517161019
"cg14886850",0.881675102032045,0.822415955839094,0.893755363858123,0.854445330306288,0.933964006070213,0.888822366999618,0.894396990747517,0.908782289729771,0.915863571940312,0.943754145993751,0.927850359699557,0.882541914217266,0.948466788935827,0.910884845027161,0.900534025920518,0.931410720887778
"cg21604944",0.303044061942153,0.0888103452005736,0.271692110190759,0.142097959790738,0.259604009637879,0.271609997278945,0.386231730904499,0.0912431960063514,0.127662192102318,0.248064160333527,0.196523365839141,0.145905414743193,0.048636839582363,0.249046752369095,0.214477589334053,0.13848600542669
"cg04037585",0.192273777626173,0.0614498647782863,0.327714603024056,0.299430032984879,0.373075117139133,0.325209915021112,0.267659892355456,0.0920359735819288,0.193835979014052,0.20103557170762,0.20119867169135,0.130122044223796,0.099854757391612,0.2461998949795,0.118736733764181,0.133286543157192
"cg09716933",0.217805626675338,0.265263686853296,0.45300052962693,0.321939102089709,0.288786764512084,0.273967433742685,0.197970207378729,0.117899220275477,0.226439907185209,0.358880913831809,0.196798181550165,0.122499906136739,0.0918366308284829,0.354669241211237,0.310758307794398,0.256057382448074
"cg16068104",0.232303321850024,0.187684041270799,0.0327633125012637,0.12602004815593,0.170413902530417,0.274582479802735,0.245699296474212,0.116485051891674,0.0468899560692564,0.104223262727323,0.118286757684957,0.101822068400551,0.0702307757327929,0.165528826028833,0.108285424343185,0.130153373633755
"cg26573786",0.0610324170421567,0.0246777202216901,0.0835249813946241,0.215242603527908,0.0848903806512949,0.0698995310611612,0.0931683836306784,0.184195770764364,0.0554419346023165,0.108865864192946,0.0473344724716819,0.0498064315704342,0.0397280162071393,0.0736146922816197,0.057038698605436,0.0344235926082536
"cg03272119",0.249464141891763,0.380250515005468,0.266941509701367,0.347574288834575,0.347189269886523,0.24063400079322,0.355604419756854,0.0605484934697157,0.358285374111367,0.334235955435047,0.199638639295645,0.162918010925227,0.193455470137463,0.322718177250635,0.352525753856057,0.278139227856486
"cg02926868",0.039443357233558,0.0502867363939292,0.0189321698684201,0.22290963965106,0.128783136401012,0.0394463422876267,0.253719645085192,0.0416353660792673,0.0211461292343087,0.00967595638990636,0.02385133178698,0.0778286455079065,0.00742873464795341,0.0619615269808904,0.0262070943370287,0.0168394947999593
"cg19441331",0.0546702516384137,0.132544315056313,0.0648017264468326,0.224294300028165,0.17691862969566,0.289285872067116,0.210911602701197,0.0273114447195786,0.0713761475552583,0.0479575043529189,0.103941216083293,0.0588218513891714,0.0933655211175095,0.0965964039991413,0.170882302011831,0.134607487041631
"cg01337514",0.197209034499097,0.143674507203046,0.0692854457717098,0.205401642097962,0.179607075099896,0.223220219582631,0.282916443672351,0.0660180535500212,0.223813013774619,0.0958122694282875,0.274306513240299,0.0799395222243766,0.126503456283053,0.204081532416385,0.307246517071444,0.152330019876255
"cg10759532",0.681290349852681,0.597477813449211,0.427514827118824,0.622264233439926,0.672088223294553,0.558213575660238,0.73759576294708,0.605749707675521,0.556031747521609,0.534460164367341,0.620758801897369,0.721425833271843,0.69047112136821,0.759428141241205,0.619996002076546,0.600906991912278
"cg19563248",0.147777474040806,0.457116005110191,0.26125060206164,0.37105241096844,0.298098556620117,0.29391643229172,0.319452151687427,0.293702799473337,0.260928781727561,0.198576902764393,0.284173736477392,0.139306604412584,0.0652770494503323,0.386914070172735,0.300929568160907,0.101727797244675
"cg19618438",0.0782298727921471,0.0970799844986904,0.0335471088011359,0.0677425827390442,0.245422111404347,0.222269769776309,0.184695326990294,0.0372857353996828,0.0613160147938585,0.0488105124182885,0.0715272633853465,0.0628165457496519,0.0119856341860541,0.0536568450728662,0.071021714172282,0.0712947884954276
"cg13366470",0.0949442812077673,0.0644931113166206,0.10325494866052,0.230117859718568,0.146357321228056,0.165943085215637,0.265244726615445,0.0605311406647188,0.1503542362686,0.0702155559898497,0.152705929585476,0.0577371480186584,0.0321786660973707,0.0995787798261749,0.0831818948742407,0.039494568382642
"cg03187190",0.209847520696073,0.211783550274521,0.117844446881716,0.137069736786362,0.330402604618336,0.138083536891841,0.170239939127875,0.152965423189994,0.177714278902752,0.180180714697254,0.148142540862185,0.168851334718237,0.0690591459671736,0.133494006509718,0.104049360463366,0.129799738314085
"cg11299471",0.0810468397364573,0.080940748314638,0.085546006711581,0.274416659292716,0.06919705997618,0.176491541706681,0.365507110288288,0.0153751859495375,0.119565205535497,0.137842210350821,0.0813430463219403,0.0314170312215381,0.0459230475978565,0.203849536817107,0.215650119819097,0.100317584813239
"cg23635546",0.570777136995565,0.718860409830413,0.642531930181342,0.495125655987355,0.516322848147233,0.591740905577544,0.649240292523786,0.434009444582297,0.475322262789958,0.529807127889418,0.699480836328945,0.639296777973263,0.566406961975412,0.4271655648736,0.658830826318489,0.416397393845462
"cg03445287",0.0490266509942214,0.0918010868909667,0.0761745372895996,0.0537089068561581,0.0431177054551883,0.0433053003090309,0.0864013177566633,0.113247675609221,0.117647982816553,0.0919284293741709,0.14331279369469,0.0884672374277089,0.112360400650425,0.139295235330542,0.0803987766743813,0.215027754528144
"cg05554151",0.286780682826076,0.560855274291147,0.201207432878751,0.419087682334039,0.295963533205777,0.232571900150719,0.491665572550789,0.357682250098496,0.325836852457576,0.394890366753648,0.321523527872663,0.29188227052656,0.313113166676839,0.449625024273192,0.115646796415053,0.218859038782112
"cg01998099",0.552081120001474,0.570149170731624,0.552261773217493,0.581488225276394,0.548659663917616,0.581346372446777,0.515408413013362,0.593128714252705,0.675829797765934,0.521789244158761,0.503731033902961,0.589681465902358,0.467921877310464,0.838115804192864,0.403168606750513,0.692046156129185
"cg18504143",0.879261621049615,0.900686830139666,0.958793049695626,0.906886415096491,0.844133953136814,0.872295258161438,0.853904195884514,0.972036159927828,0.963888132453332,0.944072231375309,0.927273222067186,0.944723478145143,0.933520901969913,0.921177415845657,0.897862779169753,0.949392218183774
"cg21001780",0.0962908796811164,0.0840385013262498,0.0427679990333503,0.123076417397572,0.180903385840197,0.152350831476609,0.131996037554074,0.0758351225703462,0.0869828908392181,0.181792044094858,0.125625779185252,0.103194678972463,0.0187886266413681,0.129716055032564,0.0459280866516873,0.0389744742684539
"cg21272882",0.108527082948244,0.395667767466452,0.129843332480712,0.220936595612986,0.213100483305731,0.223687245217311,0.194076800512838,0.0839707793896074,0.0835723754265214,0.0640091609543534,0.0899886535339839,0.105561504948595,0.0931970696388984,0.0864492243326989,0.110600112956937,0.154774921654133
"cg25383629",0.667573028768282,0.58009333566911,0.794712755411964,0.64216422818459,0.63148388381467,0.58523759808887,0.684858215702391,0.756588034176528,0.578917513308494,0.716834384289714,0.666883311367786,0.613781738232664,0.774766254530058,0.701754166700915,0.685936001408293,0.722901251120272
"cg16900725",0.652687585271741,0.584119987563877,0.866781426685553,0.798736307015206,0.725184256525593,0.557139609861867,0.728343561038413,0.497748256861203,0.820277829059855,0.722651737811491,0.674857803298864,0.724129761441981,0.772362385959753,0.747673349144189,0.690447090479557,0.733386473761195
"cg15058869",0.0649824220218933,0.12552996840771,0.0212065009799243,0.161282285842006,0.158909003248292,0.0560627106805786,0.164341512249804,0.0106470390196631,0.0602567696006155,0.0311027993307127,0.0272751887441455,0.0951987406845657,0.0211277292633684,0.104165875960135,0.0633701962985298,0.0432933640554257
"cg27625456",0.889106846324921,0.808430278550145,0.915161599111434,0.572755688684279,0.843560611979486,0.801358520231123,0.63455504605022,0.863948816169501,0.869169889728706,0.831522835019295,0.860816379222987,0.942652289640421,0.850281025511678,0.910968114601578,0.870920818382676,0.952342323366741
"cg15559110",0.949531573875857,0.932811393531559,0.944116396912112,0.929725137336465,0.926002878943524,0.940079270615256,0.913979538231893,0.908557254758943,0.94260745253058,0.948311191411824,0.918120447383957,0.924516388861384,0.954059668036227,0.950584257050965,0.91927902701959,0.955069102764836
"cg04739880",0.897383759430104,0.888680355637882,0.896097616436866,0.819616340461629,0.851639854114679,0.917223633573378,0.871070047339872,0.859977771632761,0.875384028906945,0.908160250142442,0.922181362706761,0.841549789143945,0.897313925304056,0.856500055871717,0.82668121950332,0.818865731674476
"cg02424926",0.152656045508561,0.15499450895407,0.220290190088825,0.225964700994404,0.226289062930551,0.193246181646274,0.245357595443411,0.125782531499822,0.118556491651279,0.121062728918153,0.135166303533655,0.084206944693197,0.104594109824516,0.22710148786207,0.183306600667418,0.0986760826269553
"cg03682766",0.075552284361123,0.0923798933430743,0.0663975060462563,0.0602860849071701,0.0711414329951735,0.117225742765603,0.0585590089053099,0.117227713650872,0.0372488020072955,0.0964713324836166,0.0214874868790233,0.0287077329010424,0.0286129170927735,0.0301925568106012,0.0967089530062157,0.0723824628572746
"cg10589408",0.924767480596959,0.869969485155348,0.891614197871602,0.913854893372583,0.881314663840265,0.928409862411714,0.910444553969432,0.835857935068509,0.892774728729042,0.901335948771869,0.894087986757298,0.847503091692909,0.908383400887038,0.941638709504911,0.910082693918105,0.903332159741078
"cg25913833",0.84514226317988,0.790829547117556,0.786327931872417,0.829694512908593,0.734768367733425,0.725874559495156,0.779588019655266,0.959051792325245,0.826673119169854,0.68128399700974,0.714620056705707,0.941214738546515,0.866889314186695,0.851399932867594,0.769884831526612,0.948416040436649
"cg00155777",0.746548507325228,0.75769253956193,0.72001846371205,0.774683282429865,0.792893195561678,0.813603481748514,0.756020836382217,0.718897098070968,0.694118998166137,0.848891533525166,0.772018647805104,0.770417139674597,0.743397688105606,0.727125998894116,0.817163464007067,0.690483930157276
"cg05336904",0.742438457785292,0.661892547101964,0.625947433916071,0.757693158794048,0.632362997546612,0.592346371361542,0.657993255652963,0.43556358173731,0.765990460943258,0.655665081331017,0.543221212331314,0.682442698420782,0.726901455808903,0.69977995666969,0.792690900652657,0.684282640278387
"cg18064947",0.640550787554056,0.605146312179982,0.500038062895954,0.592074841574992,0.534395730228125,0.42763311068611,0.597120200167632,0.53966355112353,0.589187944025798,0.492526885663535,0.565007837533766,0.506531008180627,0.497935141608427,0.610126991037331,0.534492145974098,0.573716580114634
"cg19621460",0.871978141975641,0.860158158166625,0.790546937681333,0.776616159622964,0.749330295255875,0.792184997821991,0.762105683872983,0.760223215449014,0.870674543873157,0.837838423566166,0.849229563102516,0.818104432615193,0.850454151204281,0.83391957305331,0.787525657433623,0.825966790629333
"cg12237227",0.0939942710926261,0.11804015319397,0.0714026243107649,0.176894462779761,0.0639663708399216,0.060927979647402,0.293624734066395,0.120653911294352,0.0640474283963499,0.0667017590842078,0.0817581229337365,0.0919227255743715,0.0304143018880828,0.0883348966430169,0.0925233746351319,0.0395589180020857
"cg06655414",0.209817377326878,0.0322787781279305,0.204105570531796,0.0697670745838884,0.294013939821191,0.117541212246755,0.140602343632448,0.0987358104111478,0.125019362993046,0.189075510672082,0.230013417071455,0.262786421224749,0.0860438359937946,0.190806220288992,0.266745847662706,0.131681211781461
"cg17310976",0.0989494079440886,0.113262892726017,0.0297596144439414,0.348723982742601,0.260327716423108,0.227840188729726,0.250951675253379,0.183378824709365,0.129281952650758,0.0788548267850421,0.268545699082392,0.185991089302136,0.132621150311504,0.330948378153807,0.366307583886897,0.383579399325543
"cg16999482",0.0685409768504348,0.126296460136507,0.163907213947488,0.125855840213585,0.084718736104655,0.116045667105197,0.199173576615022,0.0405317297026057,0.0571753660548397,0.0391979465999697,0.0654234112654052,0.0968732895473826,0.039360494668541,0.0316547682798094,0.128066783179844,0.0569641250346475
"cg08190384",0.802610385322009,0.897813841343625,0.73460294521338,0.787412606805586,0.777860947060482,0.851221236672169,0.725105946823101,0.915785955475859,0.871794915256032,0.75829504582126,0.856406876957953,0.916414543581298,0.93569180196285,0.843594480675722,0.893328380712554,0.889855752252941
"cg26875775",0.231662245478541,0.41641097239298,0.199914323215386,0.176641592031585,0.242949614240333,0.361662643999871,0.390000825542244,0.105198185425951,0.0965058711001506,0.125168715570809,0.196281759540032,0.0849677425698809,0.0599970104170898,0.25051863155727,0.159222021949601,0.31872696115663
"cg21621660",0.960515913399735,0.899373298498772,0.919696988525814,0.942634683829495,0.917724728933103,0.885393681004279,0.928951014588337,0.899533120503071,0.93436004858037,0.942000791253174,0.888448103845355,0.937936579256525,0.93965618336482,0.939427676961519,0.928499272024672,0.928291647897467
"cg10227617",0.855751446240922,0.955153747739051,0.907360503996431,0.868885238069437,0.914796130995828,0.928846936166977,0.892054397855722,0.901278397044929,0.905538416246095,0.913429723364991,0.864155744670205,0.868503320257895,0.920394125601397,0.927591219608408,0.913001764049994,0.925403324561616
"cg13343837",0.918973723916503,0.8865962555013,0.888942998719183,0.870007895751138,0.838098968843954,0.807103041362785,0.83913727258002,0.900573813264722,0.888967866171514,0.903909997795192,0.899759725173805,0.907615382785821,0.924061675941755,0.932268825901819,0.925426149353305,0.940543442775588
"cg13211380",0.862945227686586,0.924462178687182,0.936801632545202,0.886190705761499,0.881684741958308,0.904051790892588,0.895572856218871,0.886462785413992,0.873068701140191,0.847204208558435,0.911805034128888,0.862825886364344,0.937138258265418,0.877827285252156,0.891572395984719,0.914322596605299
"cg14962610",0.0546260367322666,0.0240122962957554,0.0163493722544125,0.0622119003476623,0.232947865199775,0.0756056256431789,0.242920089944935,0.024871111630475,0.0676840044013441,0.0177523285382033,0.0176285909882777,0.0308727401704023,0.0106336284558578,0.0754610325073903,0.0170343413194049,0.0336156878866907
"cg12635499",0.0719828674239709,0.0668587048184754,0.0170284576887251,0.0811362167455776,0.0777821931498182,0.190156153161065,0.111180514154339,0.0491783506313376,0.0930697717754977,0.0884266281330168,0.0930479873797622,0.0767459784163507,0.0335906095314051,0.0662123525393925,0.0780015688304388,0.0315023901635892
"cg25247976",0.0504993023595197,0.0791480778486475,0.0730807984260785,0.0927695122073783,0.0631228591093534,0.0386692724831917,0.0835932668432569,0.0774245392461312,0.0305949251399108,0.0240822860615212,0.0162003281624249,0.0253904708677669,0.0175569216787073,0.0416191608001509,0.0312009887115641,0.0255387606885892
