"","Delta_Beta_Mean"
"cg05907995",0.0413514479726211
"cg24981018",-0.0452001510524411
"cg03158092",0.0815494611335821
"cg22760710",0.112965982865728
"cg24120669",0.0683840862181764
"cg22864617",0.170022735009581
"cg16124267",0.115601882479086
"cg03840678",0.0645167015472145
"cg14782405",-0.15077915201455
"cg25283029",0.0491390642078408
"cg17288471",-0.146607564853473
"cg01402764",-0.0456262535172874
"cg24414627",0.0181540483396581
"cg25010097",0.0713553917833289
"cg03384000",-0.214728729771712
"cg24375215",0.111827547992802
"cg08053263",-0.0920684829632577
"cg04675839",0.0440685017596874
"cg16883450",0.13354364039106
"cg01197044",0.0560780507385261
"cg17316862",-0.103432825575799
"cg25952208",-0.150470511524175
"cg06655143",-0.0830944354470542
"cg06140237",0.133878562037343
"cg20368231",0.0768047581101023
"cg18248004",0.190096258126565
"cg19393677",0.0725561964285208
"cg05165263",0.0691328189472408
"cg24739713",0.0311806955426737
"cg06576318",0.0528432306669512
"cg03163623",0.190139551279202
"cg00242263",0.0568596672415443
"cg03350316",0.206456909519065
"cg14530963",-0.053090260257013
"cg08048195",0.0648633407581397
"cg15572895",-0.314623303778429
"cg14325874",0.025172226205313
"cg06014958",-0.119603965648869
"cg27279678",0.0996286605285921
"cg01751445",0.0498802974389141
"cg16125853",0.0920887147393349
"cg26255898",0.0769256738279312
"cg13688599",-0.0771039226308598
"cg10935498",-0.0971562696285249
"cg27483903",-0.271269914515213
"cg01287361",-0.30514641625727
"cg13969271",-0.268638867449441
"cg21279648",-0.0299259756732453
"cg00394616",0.107466063054199
"cg11749177",-0.104262237409473
"cg19159409",0.101582922059076
"cg25105700",0.135683539845287
"cg20959449",0.060037467522341
"cg20168855",0.112881792223831
"cg11418112",0.0391681171007092
"cg10196751",0.0272663721585748
"cg14051181",0.0981941119916123
"cg17295281",0.25327931131219
"cg07978591",0.141123750895254
"cg15550277",0.0242016544353381
"cg20523166",0.124961418260187
"cg15193590",0.121270463991566
"cg00554413",0.0783998753434511
"cg10456543",0.04490568203059
"cg17928895",-0.169038538279944
"cg19325287",0.113202162458409
"cg23127089",-0.0561553144690479
"cg26910825",-0.0790296138053661
"cg10068740",0.101282893029454
"cg02454476",0.0832651958046375
"cg13156086",0.0359743067549104
"cg16735875",0.156415699101913
"cg00899124",0.047263905798097
"cg13146184",0.169771712949569
"cg11201889",-0.0268023246270738
"cg00979931",0.0472535639509427
"cg14079867",0.0866708084191169
"cg12844463",0.0206514427904432
"cg03553278",0.231627359716306
"cg17425143",0.178724429125122
"cg24915360",-0.101202728667209
"cg05569220",0.147758032378647
"cg13150613",0.154270637363392
"cg18792031",0.116141370760807
"cg18223876",-0.184507280206144
"cg26508164",0.0836722829494597
"cg21369874",0.047616571765581
"cg11975053",0.0700553228520691
"cg21857251",0.0271586257163193
"cg26811852",-0.0755446037917257
"cg12502079",0.214319535993202
"cg26295626",0.0312821222697712
"cg01040200",0.0499774021296888
"cg02057368",0.0230827627098728
"cg25464662",0.0312109204981374
"cg26427442",0.0343446561977302
"cg16660211",0.0873685636419317
"cg19724968",0.175630067395539
"cg20059447",0.19111722162441
"cg05031204",-0.045983461076435
"cg25376586",0.139505728854226
"cg12149991",0.0533091088481063
"cg06434490",0.0976221114785079
"cg26868514",0.064176367357118
"cg26926221",0.131973030456134
"cg16237788",0.107845129545313
"cg27245546",-0.146328020074513
"cg19266014",0.0594980960661569
"cg23063845",-0.0916800722942699
"cg27081704",0.0208421140881658
"cg17665121",0.080429792221983
"cg05809029",-0.0397083168447145
"cg15807046",0.0583820901545621
"cg20747462",0.0640761022872425
"cg09133706",0.0921079037185646
"cg02660091",0.0836283313855073
"cg03226570",0.0334959730729214
"cg07663239",0.0251328822258443
"cg19753632",0.0911623425376038
"cg07004025",0.174793925878623
"cg07118262",0.103071399507441
"cg10577380",0.201232824258665
"cg26015743",0.10519913752015
"cg07531549",0.231891833480701
"cg16369987",0.184185421045018
"cg23898320",0.173309512565073
"cg23323187",0.0573102655735892
"cg22872729",-0.150535687049038
"cg09719124",-0.115040015144144
"cg01854948",0.178560051613769
"cg09493975",-0.0643031884568673
"cg10251622",0.247406369736908
"cg05144884",0.0373950176095383
"cg03576555",0.135967411802541
"cg25858652",0.0928120379868712
"cg12650305",0.0499207933598911
"cg05529540",-0.287829306422994
"cg21081460",0.0336107703149233
"cg01476864",0.174870777661393
"cg08835373",-0.0843855624519522
"cg07671394",0.141783703046173
"cg09805347",0.171413725470804
"cg17091577",0.0812287371072937
"cg23379470",-0.0730255125291569
"cg13186830",-0.0949347352078353
"cg21881580",0.0693310228146486
"cg23634624",0.089057073481066
"cg07616374",0.230788498458208
"cg04295372",0.047887027815818
"cg09175006",-0.0782578084267495
"cg26552650",0.0772003315093862
"cg19581683",0.0777826674162082
"cg10939680",-0.0519375464418217
"cg03771832",-0.10360481506398
"cg23891985",-0.0889336261018734
"cg25037343",0.0587042657342681
"cg23220533",0.104364946436776
"cg03613525",-0.163416303118619
"cg20293725",0.212189688012455
"cg16261097",0.0924880374614774
"cg10884612",0.0567772138716465
"cg17073537",-0.0890673549431695
"cg08018825",-0.0834778146434967
"cg05710301",0.0254351118689029
"cg18275958",0.0914919544279376
"cg07500424",0.0968495818578691
"cg04804633",0.13356815587263
"cg12922492",-0.117070515759357
"cg12461878",0.0347408951462293
"cg24682415",0.120135413639967
"cg20201031",-0.046669888651917
"cg20585841",0.032567407017709
"cg10853012",0.0622961568839371
"cg10090591",0.096178861922537
"cg09765463",0.0442351465469832
"cg02329630",0.178611288978352
"cg04242886",0.184118567179616
"cg06471031",-0.0198631516363446
"cg10938393",0.0800030971189562
"cg00885851",0.0935472517112125
"cg20116907",-0.108593873525582
"cg25992330",0.129519789462554
"cg03571308",-0.0973584317000894
"cg19409092",0.102823713200416
"cg23077820",0.110066169671408
"cg10077360",-0.0517615508308558
"cg13995774",-0.169959740735447
"cg20001039",-0.0629857222410249
"cg21799473",-0.127493061294542
"cg05941631",-0.0923742706161764
"cg25537669",0.0926764965938893
"cg27364780",0.0429533569220718
"cg03759346",-0.111129098045903
"cg16804833",-0.260100695691175
"cg13280080",0.0494292266450992
"cg14267780",-0.157114097809077
"cg00749646",0.0640937756018371
"cg25607253",-0.136634612056323
"cg00545196",0.0465142846306676
"cg17998522",-0.0442891366370859
"cg09648269",0.094757668864011
"cg22866509",0.086787702300043
"cg23876533",0.0437455158646207
"cg14624207",0.125266313361141
"cg00091263",-0.0658820937786302
"cg00878905",0.0786802316105541
"cg06513888",-0.149870426213874
"cg16786458",-0.138768336237
"cg01590112",0.0195310971397843
"cg07121693",0.0846828897376109
"cg17129317",-0.0455095149258042
"cg04412116",0.0415812624295046
"cg10343327",0.135530012369942
"cg20194668",-0.135098866971404
"cg21834604",0.0828252642902158
"cg15197516",0.0707559727731689
"cg15003132",0.101555390494993
"cg04637967",0.183619828542636
"cg17186221",0.139237858576525
"cg20564969",0.0638207120637371
"cg00591333",0.0620826634715289
"cg06124056",-0.16518249902921
"cg09714100",0.0441990228736907
"cg04250194",0.303910631902648
"cg23531150",0.117120197125607
"cg26831087",0.0748054878750641
"cg02780388",0.0374260421182371
"cg03830429",0.121676904695273
"cg22175157",0.0628938783593477
"cg04843539",0.163384564978554
"cg06025774",0.141023420113138
"cg01005308",0.0285279348175441
"cg13699771",0.108258359095036
"cg12590158",-0.0636077767644626
"cg22806634",-0.0653118354870406
"cg11085524",0.275804281403526
"cg00720689",0.066405139347838
"cg15286651",0.0836168510553229
"cg08061302",0.126308637677151
"cg06964706",0.08486097513327
"cg03603452",-0.0528585678072887
"cg17818763",-0.242235360990774
"cg12799888",0.115150041056991
"cg24406277",0.0869621297136699
"cg11227141",-0.158618455769163
"cg05468439",0.242501436993304
"cg06497574",0.20022683602425
"cg03040360",-0.0464291321089115
"cg25382214",0.129868343465422
"cg03442523",0.0443927405177352
"cg21605781",0.0545369521228231
"cg03669785",0.0334065653337065
"cg01411921",0.0574772140499688
"cg14733372",0.08072470776298
"cg16123211",0.0843350570821001
"cg25526960",0.0558890769196148
"cg15952840",-0.137134787194868
"cg01328890",0.0328914774841674
"cg22645574",-0.0508115229982664
"cg05157125",0.0915089051747833
"cg26359432",0.0392352926991592
"cg06032551",0.274401637743527
"cg00006771",0.0892226414693364
"cg19853703",-0.0628262764225317
"cg03515098",0.0895350984645071
"cg19611193",-0.175852641502127
"cg23087300",0.0948412267232456
"cg26299980",0.0928450235700517
"cg05074739",0.122523410698514
"cg00725213",-0.0890834019568374
"cg19856613",0.127639119602838
"cg22894232",0.142872803100858
"cg00085434",0.06618500734205
"cg05880467",0.0949512419740228
"cg00162361",0.128727436319879
"cg15825617",-0.129459421636049
"cg06204495",-0.0727460120627788
"cg09542735",0.131497612992112
"cg16038738",-0.0647835059083791
"cg20449614",-0.122711564564445
"cg03129324",-0.0429314633577364
"cg11534293",0.047789067854406
"cg10376710",0.113276359184588
"cg00190228",0.0946180393930806
"cg17666614",-0.030604498435093
"cg11402205",0.0521440940806649
"cg22850864",0.0242971680219169
"cg03732506",0.0999348100688682
"cg16294045",0.0442037876627852
"cg22281120",0.0261223004215445
"cg02862897",0.143221687916072
"cg06444452",-0.135217049431236
"cg13209683",0.0237951612192776
"cg22110267",0.0616212004568949
"cg17511472",0.0778221588233436
"cg08047229",0.0920744559740482
"cg08841898",-0.0693085219230003
"cg14307300",0.0474013208335117
"cg24304309",0.136434453279196
"cg18019372",-0.0691740557398502
"cg17000311",-0.0356220701963139
"cg04881751",0.0730001681670675
"cg03095188",-0.105585198543704
"cg02950364",-0.213315116757126
"cg07559401",0.0823255165574349
"cg13424572",0.111769054397268
"cg05204587",0.0469507757207527
"cg18837066",-0.0562451117610945
"cg17484472",-0.0610384052455359
"cg05633605",0.104889220992502
"cg06062600",0.124387034492211
"cg14797004",0.1665755674148
"cg04926925",0.158395114701011
"cg08968329",0.0603205503340422
"cg23434203",0.0962276081755012
"cg09214779",-0.136435522958084
"cg22066686",0.25399784102973
"cg05501498",0.0535444294543008
"cg02084645",0.0309669100427535
"cg13959356",0.0228953089461177
"cg04487205",0.116580814912709
"cg03031383",0.0375732310696372
"cg08160091",0.0292659040033347
"cg00120479",0.22206517366196
"cg04071516",-0.0948695381081208
"cg27212156",0.113642038761253
"cg22854219",0.0436419572772934
"cg23823000",0.174519627347781
"cg14432857",-0.0751261528518678
"cg23330270",0.0697025547248878
"cg09665498",0.154589708526894
"cg06940858",0.0744762862450822
"cg06110213",0.097132863011674
"cg16185626",0.0570951518174047
"cg16205958",-0.0676129713548317
"cg06489359",-0.0537801902228621
"cg06932669",-0.0777844032736695
"cg27297192",0.118980820739979
"cg00440538",0.0760056895801678
"cg09257456",0.0855888268292538
"cg06045838",0.0237199941196245
"cg24335155",0.0680681293912906
"cg15934140",0.12028868219739
"cg15136953",-0.122177759241818
"cg13947225",0.0240472572218524
"cg17631709",-0.0655530745639268
"cg18329638",0.105250008739329
"cg26339862",0.0710309581166705
"cg06929724",0.0795559266555458
"cg04274608",-0.0617502388097209
"cg16671682",0.0545958524913947
"cg06419402",0.0657101074493835
"cg25531836",0.0897802820995542
"cg07420108",-0.0564381820610104
"cg23181159",0.0569460599898612
"cg07065756",0.17506796869131
"cg06420129",0.0428734027208272
"cg06887957",-0.0911651083774468
"cg19115737",-0.0935966590367036
"cg09525337",0.176809445356686
"cg25104066",-0.219583195019602
"cg23973955",0.0233855274065688
"cg03421270",-0.231411015873748
"cg26283240",0.223571469077475
"cg00205112",0.0532943520903318
"cg09037239",0.0724313996377217
"cg22424444",0.0965170023008147
"cg01066680",0.078409616646902
"cg00833342",-0.0630492903788532
"cg23899147",0.150796862691002
"cg10443920",-0.0478063636254918
"cg03897101",-0.148291575185814
"cg13689309",-0.140824237868293
"cg16132063",0.0321498223259637
"cg14909856",0.241136182860996
"cg09917488",0.181641935462426
"cg05259303",0.0468854093678923
"cg27228611",0.106948624569943
"cg16336103",0.238724833087882
"cg16698623",-0.094327308285204
"cg00625436",0.0883949450663651
"cg01063146",0.0679438276322683
"cg22481770",-0.0363092421426178
"cg06986989",0.0229358117741835
"cg07162625",-0.0614944233132207
"cg16937769",0.159767235729379
"cg10500737",-0.0752105669169445
"cg08358342",0.0462835431983444
"cg20826899",0.0529059860007737
"cg07355763",-0.0548967693809302
"cg13160333",0.0702441310810658
"cg06748421",0.0994819392154132
"cg27397759",-0.0373478147167475
"cg20002756",0.263972347414128
"cg26757021",0.0708049774707169
"cg12199221",-0.0813697835719198
"cg05684266",0.0899999995785369
"cg26795639",-0.0789521921278203
"cg09035546",-0.157487644168998
"cg02931540",-0.200516968497459
"cg04752257",-0.125373719040876
"cg04262934",0.117506454056075
"cg02494703",-0.168058678123949
"cg09589331",0.14482060450804
"cg06773488",0.0793434594918722
"cg00689441",-0.0481192246152389
"cg03323067",-0.174966234237533
"cg01688776",-0.228707208836195
"cg20076516",0.0813126968795193
"cg22257848",0.105806496940451
"cg05450701",-0.0929322618276314
"cg11765877",-0.12317003688697
"cg00577560",0.169557085009076
"cg05528492",0.0666729532356644
"cg05748662",0.0603583928746168
"cg05048611",0.154432560286261
"cg15755673",-0.0646471417192269
"cg12384483",0.29463012544751
"cg10504089",-0.202066103616771
"cg08949641",0.0347369155730443
"cg02856768",-0.14796485529716
"cg01035931",0.0929170788162851
"cg00641007",0.137224701457188
"cg05247226",0.136315201386099
"cg09253402",0.0927338836999598
"cg18860998",0.0752416175193133
"cg16704389",-0.100137516968287
"cg07557493",0.137620454946527
"cg01339811",-0.0791073745957327
"cg02735446",0.0370327607805004
"cg01164584",-0.13962871902241
"cg09312407",0.0858391473992468
"cg12728020",0.171342302038539
"cg07653800",0.0566875408516256
"cg16218727",-0.0376919528540125
"cg25091053",-0.0755693519049561
"cg10965779",0.117992654314572
"cg26684265",0.0995878873471475
"cg07363637",-0.0920755857093961
"cg25241447",0.0445612955597774
"cg21318810",0.0520308432963294
"cg22277296",0.196042738865615
"cg01596395",0.0648128003585113
"cg12390775",0.043048214473232
"cg17669033",0.098488260278296
"cg07305537",-0.06596139454961
"cg09330123",-0.0532793605587176
"cg04624514",0.0594588682722869
"cg05843106",0.0318249403096895
"cg10129292",0.0734735673714018
"cg02848157",-0.247938825573962
"cg02984184",-0.0264260570018484
"cg01453386",-0.1926653267013
"cg27418217",-0.123149820506028
"cg20297199",-0.0727914058187116
"cg20432903",0.0155671453772069
"cg22884714",0.185062736560969
"cg18757169",-0.0218970519114663
"cg07255019",-0.0337496785396417
"cg13556057",0.27872360660556
"cg02328850",0.0436149070099087
"cg12444166",0.193823182015774
"cg08316831",0.138249589537304
"cg14269708",-0.067424936277895
"cg27243507",0.242388213849014
"cg09613192",0.111651972831343
"cg02830435",0.146356239208975
"cg01068822",-0.14607400534463
"cg08552853",0.0517400688018426
"cg10615765",0.063261110200308
"cg10137397",0.0946781863277735
"cg02355411",0.0773486107161122
"cg26109922",0.0686216127772142
"cg23246095",0.145933118541392
"cg06512316",0.0650355406670241
"cg25977913",0.146813942003412
"cg25885402",0.0910518556303195
"cg09805709",0.0433991943446499
"cg01510051",0.0416259181979688
"cg03570417",0.0180951959268264
"cg23436779",0.0263884871070306
"cg06366203",0.127933975252934
"cg03457651",0.0322774342800666
"cg17955142",0.0365986980550842
"cg02185750",0.110410394174197
"cg16287507",0.0524846997553659
"cg06727065",0.0403613845791053
"cg02427330",-0.0560096038881759
"cg22813542",0.0241791847975138
"cg06697595",-0.102329332101317
"cg11887844",0.0786683041966242
"cg02996104",0.022222749110611
"cg17945323",-0.174621988303937
"cg19363360",0.259552524430497
"cg01655427",-0.118647186535474
"cg07821424",0.0401053841153972
"cg15389945",-0.0867500154775222
"cg25547221",0.0421905723828897
"cg26210934",0.0521928935112345
"cg18114663",0.0499980004861887
"cg14581523",0.0468007217723877
"cg03874462",0.0791779415005784
"cg17435560",0.0846803560877843
"cg27294958",0.0605375643152593
"cg01118506",0.109492607393103
"cg07416581",-0.0447535553146952
"cg14730112",0.0599529335735534
"cg27353346",0.0555075452918478
"cg00788892",-0.0324665582577531
"cg11931762",0.0614994678978783
"cg07604566",0.0962608258642438
"cg11018018",0.0198913479518057
"cg07487211",0.134720044609926
"cg21129137",0.136239087507584
"cg08084911",0.0439156855258435
"cg18432528",0.0959728567247466
"cg17218799",-0.0828066636671304
"cg25250945",0.177961521461873
"cg24418920",-0.152647790183165
"cg11109077",0.125349875554956
"cg07838226",0.158117755203355
"cg21976878",0.0293425513778838
"cg13136655",-0.311361724637951
"cg03909983",0.0665755217239215
"cg22805381",-0.182144273664812
"cg21810778",-0.059151032690582
"cg25162854",0.0542255203105597
"cg14016568",0.135654967389382
"cg16083236",0.1161148652368
"cg17474545",-0.0507329737145311
"cg26515854",0.178202201541365
"cg19408145",-0.0447555992574147
"cg23439621",0.0207547266505827
"cg05595424",0.078754687733439
"cg18036270",0.0704430583757015
"cg27543169",0.0874790660394474
"cg07006163",0.0599349853773616
"cg11273005",0.0682375415742274
"cg02583091",0.0788070282400177
"cg13819659",0.105263650510495
"cg04190451",-0.0488781377675762
"cg20509513",0.0314774165202186
"cg12843575",0.100865915431035
"cg14483162",0.197783166270985
"cg26258454",-0.298325421481937
"cg05964907",0.0905569205552615
"cg14250984",0.103466707851763
"cg13649415",0.113152952544981
"cg03479209",0.0892576856393735
"cg02144793",-0.0394456302474689
"cg00793088",-0.0655833984160474
"cg08395122",0.0476491383865124
"cg03198578",-0.0527264612200937
"cg20858054",-0.0842503750265313
"cg06580908",0.038360868155146
"cg26797722",0.0469342570448072
"cg23811160",-0.168976579129269
"cg20591407",0.0470789151713636
"cg17920479",0.064507363245644
"cg11081272",-0.0425731438576043
"cg14997525",0.125245305853883
"cg25042939",0.120124447363315
"cg08663444",0.0381300164114177
"cg03509264",0.0764795590393378
"cg02190038",0.049813465030239
"cg13648741",0.0973427330091044
"cg24933714",-0.164178181275151
"cg25388823",0.03502329490147
"cg10760299",-0.185551123883636
"cg11554668",-0.241851731742493
"cg08923338",-0.0479047406684708
"cg16610870",-0.0589673822102193
"cg19107793",-0.064896056690959
"cg01024455",-0.248286039195768
"cg26056693",-0.122670369742618
"cg27021982",0.125038593778001
"cg02753354",-0.103128483562234
"cg18792932",0.124432733320106
"cg06341391",0.140607008055218
"cg19500220",-0.0825525546479304
"cg24343508",0.0572438668020493
"cg04838832",-0.0784344680262838
"cg15578626",-0.0554634023601706
"cg17849591",0.04073627717827
"cg25053002",0.0326716159595503
"cg18980028",0.112434386944153
"cg05957543",0.0238934811972346
"cg04428374",0.182377426993533
"cg04296398",0.0509297495533595
"cg03240301",0.16891981785194
"cg14823087",0.0281371326918104
"cg03206537",-0.169726076986004
"cg12359293",0.0736648035116222
"cg08554440",-0.0753340862817042
"cg01767217",0.145319787898202
"cg17817976",0.119957041650135
"cg20438663",0.0429871462352539
"cg15244621",0.0710145251596524
"cg11432303",0.0720822209412412
"cg03190725",0.0526862270136631
"cg06557644",0.204870046719174
"cg23743591",0.193080097470795
"cg07405362",0.125252275227731
"cg04336610",-0.144495953048757
"cg08266202",0.149081274947048
"cg23650661",0.0830928477669729
"cg27179347",0.0797859706867798
"cg04905719",-0.098693937834276
"cg08794144",0.0337698543182405
"cg04755561",0.0590672389452675
"cg21990556",0.195509044622278
"cg18895867",-0.0456414557896098
"cg06143364",-0.17072655614854
"cg08336425",-0.0849991988666852
"cg23239444",-0.0755574848554384
"cg02127209",0.0573553433037011
"cg24804146",0.0712781359972641
"cg23019585",0.0728709660926498
"cg24198860",-0.226669713063887
"cg19700787",0.0626310321527464
"cg18410511",0.0408400725304033
"cg02261844",0.201748074707818
"cg25352208",0.0788423930006139
"cg06633413",0.14671393934151
"cg19748027",0.0968210035928931
"cg26551166",-0.05882521680767
"cg12331471",0.0804821242397879
"cg23091122",0.103997587194554
"cg02340755",0.147904333578701
"cg04961448",-0.0407995685405483
"cg06815999",0.0827567285891559
"cg08048178",-0.134325879116737
"cg04172171",0.0628148458700002
"cg12712755",0.0347681269257859
"cg09572366",-0.107158170993656
"cg07601258",-0.298116425084717
"cg03758436",0.277373669306069
"cg17820025",0.0930842249884246
"cg24748078",0.0442865253892338
"cg04219726",0.11102879222637
"cg16918236",-0.082988905945431
"cg14073818",0.0684282927610728
"cg03203179",-0.11703062139503
"cg25757426",0.135089030345378
"cg05521168",0.0641896917698846
"cg24904863",-0.0340299363129334
"cg11935998",0.0399762027795234
"cg19388050",0.0295436487586932
"cg13519900",-0.122072318862589
"cg08257567",-0.0458560449091351
"cg07519654",-0.197593881156938
"cg15513708",-0.0962108841606723
"cg21821674",-0.126759611216705
"cg24438444",0.0312370592837968
"cg21743300",0.0807646474493245
"cg15065234",0.0617713694862412
"cg02909790",0.123313100777781
"cg16471444",-0.0948199496994498
"cg02920600",0.169223289229434
"cg18813028",-0.0893812765675034
"cg18767846",-0.0572630764821117
"cg01333465",-0.0871375968510546
"cg08216304",-0.157275740528236
"cg19600528",-0.267218429466384
"cg00736201",0.0688607881112091
"cg13103401",0.0573598847262536
"cg16071266",0.078191909301742
"cg14097773",0.113674919126212
"cg23153546",-0.173133412036735
"cg00473119",0.120942150714472
"cg20600379",0.192218612288382
"cg23180506",0.121132526369195
"cg09383277",0.02888397487834
"cg15565110",0.0647962160740007
"cg14034270",0.0690186798841739
"cg14039017",0.0938790838246132
"cg24639189",0.0632255303809924
"cg16672287",0.047136931522688
"cg11279838",0.0459585477991628
"cg08588748",-0.229801204409454
"cg20366232",0.0893493444754681
"cg02950911",0.104069871940767
"cg22279207",0.0503888752602231
"cg01775918",0.119089496307775
"cg27619457",0.0326220983294503
"cg10608341",0.0355276085018792
"cg09906297",0.0975232805018582
"cg23122639",-0.150437472660793
"cg10432024",0.0881118846098745
"cg25317192",-0.159644173851417
"cg07195258",-0.0637964347449374
"cg22197050",0.0874222377695531
"cg01808547",0.224427643829534
"cg09037630",0.167166949720164
"cg04698349",0.126411806981666
"cg01246665",-0.0386255591997575
"cg01656133",0.0308458891690889
"cg02154914",-0.0526600583000065
"cg18548470",0.141516290881848
"cg07111988",-0.166466800475022
"cg06752236",-0.0543965355965029
"cg05314142",-0.273920108855839
"cg04911325",0.0248142589675045
"cg10582712",0.0866869653392395
"cg00943384",-0.0656779720514554
"cg01573562",0.0338024525962781
"cg21625570",-0.0488726031912933
"cg09374673",0.0354229802159649
"cg11636129",0.0786017032029187
"cg22193404",0.149924449457478
"cg19810771",-0.0447722557612167
"cg06592541",0.0194976797343606
"cg23423191",0.0324012233570483
"cg11754420",0.0633579919385413
"cg09369476",0.0609553038976761
"cg17699337",0.0477679380918271
"cg04899000",-0.0412382910787209
"cg01517370",-0.0572197287621849
"cg26303189",0.0458814149314106
"cg05639205",0.173113615307684
"cg03628800",0.0576500551541017
"cg01585860",-0.0654990194688522
"cg12750772",-0.185672776892628
"cg00685314",0.12504703169128
"cg00994717",-0.265868349467125
"cg18831169",0.114684075800784
"cg19784382",-0.236632334051441
"cg21834032",0.0208596604380164
"cg07292807",-0.250569564480332
"cg13970156",0.115215155416275
"cg26392980",0.0298451317852907
"cg20517202",-0.186306575622968
"cg08865094",0.135950369810872
"cg00677334",-0.0414728041923752
"cg11793449",0.0878279686883012
"cg10407488",0.0407346584148907
"cg14948795",0.186805794305598
"cg07042289",0.0292710447148581
"cg02994616",-0.110945222994566
"cg05629781",0.0435689911923445
"cg08847476",0.155597045435223
"cg13718141",0.0917347057946756
"cg12808359",0.0403456328923112
"cg06209577",0.058349236628444
"cg26449119",0.0574807932546633
"cg08104146",-0.0815778714654399
"cg22753340",0.133955701683443
"cg06529767",0.0336875284842428
"cg27534671",0.0693543186044188
"cg16215817",0.0877201967109957
"cg07660473",-0.237003480299944
"cg07059732",0.0602550079696052
"cg18706511",0.0670366455019124
"cg01992147",0.0411415774815898
"cg09021304",0.110688219377876
"cg04331189",-0.0639738858073717
"cg02176915",0.105912819360253
"cg07962679",0.20096218338799
"cg07208344",-0.14475154558962
"cg04351046",0.10607382761733
"cg02680669",-0.0279996213407358
"cg01113074",-0.04273242764205
"cg01496584",0.0547701150908471
"cg11611856",0.125231341888723
"cg11586591",0.1374438761998
"cg24309107",-0.0612187790839193
"cg09122442",-0.17330664185457
"cg13307920",0.0737956893738314
"cg04481923",-0.2515115628611
"cg16129102",0.112247856877424
"cg01911239",0.0709614037285211
"cg13143325",-0.0365734340634184
"cg12131411",0.225503061479024
"cg21268984",0.14572987645996
"cg20447066",0.0261519421303267
"cg12159992",0.0552675325200809
"cg09762932",-0.119520380676422
"cg04339170",0.097889554124888
"cg18320108",0.0298952504456492
"cg10739071",0.0949156234261258
"cg08799606",-0.0512072056242019
"cg09843482",-0.107197531604722
"cg19945978",0.0848741217904049
"cg18473544",0.0779958623768455
"cg02983424",0.0337495824456342
"cg26662324",0.140171321410271
"cg15877431",0.053157714308448
"cg24277605",0.0679285301113679
"cg17162510",0.112250705625424
"cg09382127",-0.0633813027299411
"cg06697499",0.0223743550614843
"cg20025499",0.0226454728542065
"cg09306252",0.062677325719224
"cg20483781",0.0597270479108698
"cg06416309",-0.0324309112811545
"cg20249461",0.0590847401148196
"cg01789829",-0.100392902130722
"cg04175723",0.0913367263037376
"cg00926466",-0.109376241193019
"cg10514913",0.165624582517389
"cg10680235",-0.194469790267949
"cg25076325",-0.0969533438960392
"cg06353219",-0.325791553112899
"cg04966774",0.0859871057820735
"cg10799440",-0.0298275840338921
"cg06264060",-0.0784377538128885
"cg04964883",-0.0915603130313764
"cg02250948",-0.0868162054105538
"cg06299644",0.0721775393535067
"cg00424967",0.173954805752386
"cg06108459",0.166581502975319
"cg09569850",0.109860940608625
"cg11647719",0.0713522711802351
"cg25538073",-0.0350227268704022
"cg20324959",0.251926460880616
"cg01812577",-0.101449179784081
"cg16896772",-0.0349051668265832
"cg25028544",0.0462680307119843
"cg16001165",0.0981156684895663
"cg19355079",0.0319057911215558
"cg02264779",-0.127856109218908
"cg05612962",0.167166183460519
"cg06664486",0.062417571512331
"cg18594405",-0.235604046037558
"cg18090390",0.0427247927202005
"cg07898425",0.113887443290416
"cg03093735",0.0620156885749552
"cg06458239",0.126457169285912
"cg01246398",0.0633046287422641
"cg17188360",-0.0569371536192962
"cg07806342",-0.128928033634322
"cg06748060",0.0255664060560353
"cg26529044",-0.0633566766626041
"cg25845650",0.0621814213383771
"cg13885629",0.133092562449436
"cg12598528",0.0357919529683255
"cg05501426",-0.046124813680924
"cg00013530",0.0317138966829069
"cg23376526",-0.0312555657366198
"cg27006408",0.086581361155079
"cg24936204",0.108748901903948
"cg26128417",0.0508052802891111
"cg06360527",0.0505268861468328
"cg10317600",0.456338841011859
"cg26652737",0.0554080777896114
"cg04257388",0.046632431052861
"cg25502086",-0.0635722264361229
"cg06121412",-0.063938921597055
"cg21745595",0.0862739390689432
"cg20096463",-0.165487411902487
"cg24805985",-0.133658137481609
"cg12717648",-0.0382973488027265
"cg13369488",0.132494755761633
"cg27068095",0.0639142398456678
"cg10431880",-0.182271338929582
"cg07056507",-0.18886955496937
"cg14317491",0.20684142337206
"cg23151014",0.0954669813787555
"cg14944362",-0.0456103819307828
"cg17598379",0.0559693326027828
"cg22774211",0.0745566939276453
"cg11192895",-0.121531894283839
"cg11208869",0.21656590911396
"cg00459119",0.0714912054947275
"cg00191006",0.0751375410542219
"cg09240391",0.0979820064454047
"cg17837528",-0.101874833633021
"cg01667493",-0.0718466718618557
"cg09153394",0.100049982845339
"cg10896868",0.103869882404426
"cg12305753",0.305209103124403
"cg07067710",-0.0787574855701295
"cg18999729",0.154219122294935
"cg13218573",-0.0405047592424319
"cg21409690",0.0685510201494942
"cg27539480",0.12879804201849
"cg05750047",-0.120622019201983
"cg24553822",0.0673913257446578
"cg27421267",-0.036108557203145
"cg27634724",-0.037649464614585
"cg04408448",0.138873001865924
