"","Delta_Beta_Mean"
"cg07235066",-0.130876182140934
"cg16035842",0.229538692562517
"cg20863284",0.202258965526862
"cg04844692",0.165776476458188
"cg02544658",-0.0893149740419431
"cg22801690",0.179167917337916
"cg20775109",0.201145935049773
"cg15245254",0.17733429489021
"cg10817681",0.172340895998528
"cg09420584",0.180191781704927
"cg12696808",0.110608694652925
"cg12729838",0.155501461495518
"cg15726492",0.138648306254613
"cg21314318",-0.0970308568014121
"cg09701629",0.246121627143807
"cg05193970",0.253732646200626
"cg23356674",0.225655854852676
"cg07207669",0.156768516943235
"cg26172390",-0.190317205882643
"cg04262860",0.191203089719123
"cg18518074",0.206533088344508
"cg01595923",0.203440699271317
"cg09719910",-0.0723768825454385
"cg20225915",-0.193682096141521
"cg22713640",0.174992775669254
"cg27468328",-0.0940190095710688
"cg22972189",0.130748594489027
"cg03655457",0.144989711158173
"cg16084133",0.210225329452584
"cg24606533",0.140398739586463
"cg25702579",0.321537266689233
"cg09368188",-0.134278723003895
"cg26500934",0.282301294301614
"cg07415507",0.146209813232934
"cg22918127",0.166619087046362
"cg27217218",0.222260241163443
"cg08768186",0.19017656639732
"cg03637722",0.200552126258469
"cg04228045",-0.103618919527323
"cg06016823",0.115970788640202
"cg06758746",0.257444001734151
"cg15168376",-0.168318439924439
"cg08603125",0.180801933225384
"cg12077223",0.190514118886546
"cg04430024",0.152482557244059
"cg18384674",0.163537659665172
"cg10487869",0.178622237454072
"cg21108215",0.127472412076508
"cg27273821",0.212180834449591
"cg04118472",0.143491909872909
"cg26897989",0.182326404098109
"cg03419948",-0.138073163137919
"cg08650931",0.165981851747228
"cg06860267",0.133019143650093
"cg20600850",-0.0922047487490222
"cg14976734",0.210134600064906
"cg01635280",0.216080213753605
"cg11031221",0.104029063415287
"cg14677004",0.229285054232677
"cg09546929",0.243010540015061
"cg18735312",0.151417238178593
"cg06945813",0.275215459322357
"cg02736228",0.265939659505972
"cg24099140",-0.197242417114737
"cg07689510",-0.129474149926722
"cg05573542",0.202002815949526
"cg13680196",-0.0828256531795024
"cg15600915",-0.158807845731555
"cg18176300",0.189550977422648
"cg02091428",0.164981128831121
"cg23948016",-0.112242620159897
"cg07755952",0.206560112440507
"cg12945723",-0.134244059718563
"cg13584882",-0.131914128075292
"cg02062466",0.196108319818649
"cg26349299",0.198764192168265
"cg20104055",0.153969454146293
"cg08244688",0.16705426258662
"cg04571056",-0.110722264883092
"cg08259346",-0.208608840331358
"cg25406518",0.217300105668959
"cg18251761",0.201265579485598
"cg06942142",0.137844584978915
"cg00530757",0.132718726479874
"cg10635828",0.0705861387179809
"cg17949530",0.144424893069572
"cg01692884",-0.0705620623186319
"cg03531326",0.087466513514596
"cg13902037",-0.129897961214431
"cg21044248",0.160578632541306
"cg04498021",0.0715404734636067
"cg10531918",0.204980256101505
"cg00085965",0.140338512398976
"cg03274401",0.252612354176962
"cg07433178",-0.0926450504956884
"cg25116398",-0.157831957069564
"cg19817165",0.161082527379149
"cg01023920",0.211423312372231
"cg04974616",0.133539709619471
"cg12342675",-0.147100588266942
"cg09772792",0.13338272598484
"cg10279148",0.0828368197388895
"cg15707163",0.160282124718573
"cg05859179",0.133303778545204
"cg05269359",-0.124381147508717
"cg15468589",0.2257357988471
"cg24238929",0.261996354193165
"cg24502330",-0.13041577205587
"cg16318253",0.216140407631046
"cg25347200",-0.113384287505558
"cg04193065",-0.207521370644563
"cg14087045",0.229911115130325
"cg01347702",0.147223522282392
"cg00538354",-0.138729796501606
"cg15675417",0.184356544968188
"cg11120015",0.147062933345831
"cg19519073",0.0995745860136138
"cg04398539",0.222272482324394
"cg23998478",0.251574643620491
"cg14372629",0.21903370428684
"cg10358342",-0.112424583360924
"cg11617006",0.24217651651126
"cg07813576",0.191352176692807
"cg04505809",0.128427905727524
"cg06656724",0.21783465080118
"cg07109124",0.152349099298407
"cg07636761",-0.100244938458953
"cg11941455",0.135788740794621
"cg02275418",0.134973076674086
"cg25991571",0.123954182803763
"cg24100803",-0.144732593642176
"cg07480840",0.24690674507367
"cg24110914",0.136008088240042
"cg08609163",0.112278044076545
"cg26747536",-0.175026709487295
"cg17226349",0.152937535955945
"cg03366992",0.15140277264105
"cg12753923",0.0761088851252906
"cg02079584",0.157353839546817
"cg12145580",0.2031350899786
"cg08683581",-0.104847803241111
"cg00042244",0.13532979934521
"cg08812590",0.21350749364848
"cg20852557",0.211919512400997
"cg20630887",0.181708039072713
"cg06245825",0.186662932991989
"cg08541846",0.104267209940635
"cg16713321",0.0930710262833036
"cg21902327",0.160956452832393
"cg02072170",-0.149394133019532
"cg19564648",0.226172594946344
"cg16549603",0.167457995121043
"cg03781748",-0.137947628169866
"cg18828468",-0.0887468985497874
"cg10158456",-0.149243326431522
"cg08765585",0.144197133535585
"cg00823303",0.153185838248777
"cg14548047",0.160678554332376
"cg19590421",-0.153929324822117
"cg11740161",0.154488209937512
"cg21626402",0.180356335848367
"cg14236389",-0.116361524132937
"cg15516671",-0.17582119603065
"cg19507725",0.120941492165536
"cg13759686",-0.183030018043249
"cg04323925",-0.0916886499521712
"cg24260019",0.161309372895325
"cg26707845",-0.0759778014722629
"cg01162494",0.216814005500643
"cg08556700",-0.108211349832136
"cg03136023",0.171482124525245
"cg03217954",0.106992049131391
"cg09535618",0.148386877239908
"cg06615524",-0.0873888341628639
"cg04530479",0.115519691485629
"cg18916584",0.16258679809782
"cg16786154",0.268968663502208
"cg21133251",0.277902109639896
"cg27086466",0.0974666573338746
"cg05163933",0.16050231666576
"cg14461099",0.213517880552592
"cg18164567",0.134460130408916
"cg18777747",0.13218110579336
"cg11846636",0.186404761940802
"cg13979085",0.183395684977023
"cg08641881",0.171520931694544
"cg03586564",0.153708474119678
"cg26738034",0.119639217018204
"cg16576557",0.150797162908478
"cg11555385",0.158567466504034
"cg00531791",0.121241976848289
"cg11334241",0.233932092921035
"cg26702351",0.201202902454036
"cg04471171",-0.15943933135362
"cg05020685",0.171605236306734
"cg23516372",0.195515996683524
"cg10964627",0.161023695784972
"cg27322612",-0.105743602442503
"cg25769043",0.199628764344494
"cg11666994",-0.0906644512317131
"cg12992827",0.132562685021222
"cg26823930",0.211671831015946
"cg01969586",0.228762762077037
"cg25969984",0.122111404262423
"cg14256511",0.132989338417056
"cg03002237",-0.140679411181826
"cg26768556",0.157920626017474
"cg18030306",0.190764679090805
"cg26931601",-0.0934760392393535
"cg06401950",0.210116594130274
"cg05545521",0.1432878305278
"cg12206501",0.224425563327264
"cg24116351",0.17910846378374
"cg18222670",0.171448530467607
"cg22668971",0.165978433318322
"cg26191447",-0.207678849131416
"cg06610383",-0.16197575900656
"cg09650068",0.170948440190205
"cg27317179",0.150547777899874
"cg17531315",0.191780896017437
"cg21232532",0.131905196968492
"cg05299718",0.169419154802498
"cg12138695",-0.108713470981926
"cg10577534",0.207749055553445
"cg16522223",0.11809457276334
"cg10344006",0.167826236711834
"cg09587634",0.154032909249048
"cg22192374",-0.118055745757099
"cg20162504",-0.109543254269989
"cg02485345",0.133349661601548
"cg09408902",0.188961140397872
"cg08718017",0.184945694774763
"cg15188623",-0.100160505109698
"cg15507475",0.212619650483141
"cg21820890",0.144172888289785
"cg18189915",0.147171666904544
"cg01620701",0.110365101665227
"cg14586626",0.23231387539045
"cg17457912",0.099685979265454
"cg13956151",0.191250364359067
"cg14334648",0.148828653882113
"cg08776109",-0.153033473188923
"cg00472281",0.204495792277069
"cg22512779",0.151593799159441
"cg23081026",-0.103247961017909
"cg14807446",0.112348204936376
"cg12955111",-0.105099081527242
"cg24158300",0.140473090100493
"cg25613368",0.139875315846547
"cg15676301",0.0827012370257793
"cg10845890",0.268584337582631
"cg24835845",0.165063617837356
"cg07597892",0.193664114702773
"cg13480773",0.163107037949084
"cg19139643",0.181722265071742
"cg07302934",0.227790912447443
"cg09209794",-0.155315617344079
"cg04863982",0.192537260661155
"cg11857548",0.145065678689299
"cg02911753",0.137908559703748
"cg14508567",-0.167755987480501
"cg26456404",0.178342997320575
"cg03904171",0.162078528139324
"cg10690696",0.122822408814362
"cg04418299",-0.288071767636172
"cg05984496",0.146508380304359
"cg27015047",0.211248678059237
"cg20507125",0.174437783328439
"cg22607706",-0.0844554922847317
"cg23573900",0.137464685854436
"cg23240927",0.151349757786527
"cg06532789",0.153777761243109
"cg07211251",0.162038497207513
"cg24980525",0.185011489605704
"cg21495715",0.183927634231485
"cg17931116",-0.130668632327947
"cg10068788",-0.134187785195449
"cg04552534",0.191425243993842
"cg21208040",0.219478751949159
"cg26241863",-0.0887149626302822
"cg07220157",0.0974241483774022
"cg16063553",-0.119638375602526
"cg01286434",0.121037516263687
"cg19855622",-0.112136262222254
"cg21105154",0.152948413606764
"cg17641278",-0.141792864015873
"cg09658052",0.230155849796874
"cg07366300",-0.0882694449104584
"cg12689670",-0.125524554869256
"cg25578357",-0.0747923273598
"cg15773678",0.197490865137809
"cg09790702",-0.105209301834357
"cg05021649",0.204367981936402
"cg16803515",0.223839166294036
"cg24803202",0.19975830860717
"cg13654525",0.104571202463584
"cg15415901",0.192400279861592
"cg26689077",-0.106422608983327
"cg02684949",0.247965283084628
"cg14278785",-0.096327030107501
"cg10193605",0.150304477511618
"cg10319829",0.157888787592727
"cg16740886",0.168057740725221
"cg09583532",0.240584523744934
"cg03898309",0.166874912674923
"cg17904686",-0.121656653968993
"cg14404743",0.188064849117337
"cg09342060",0.147067280562836
"cg03881418",-0.117745731297535
"cg04448881",0.164746775172318
"cg27430693",0.201700319936621
"cg06202544",0.157555791147685
"cg21257734",-0.137964010759899
"cg16301299",0.179922085441508
"cg23344436",-0.167050159096702
"cg04192155",0.240524604618214
"cg14601280",0.235176858213868
"cg11576408",0.172799684549107
"cg19091779",0.238235693392928
"cg07069742",0.190757140565571
"cg04492459",0.17178477001738
"cg10717522",0.159510534118779
"cg24541530",0.14233154785243
"cg11961656",-0.130090731279914
"cg05304527",0.145288243250093
"cg13289993",-0.0671553056345221
"cg07445167",0.200205457184955
"cg05560951",0.115479563057799
"cg21288716",0.20916706594414
"cg07609206",0.372320047127885
"cg09091433",0.117537026186675
"cg05591210",0.141152881874563
"cg01713740",0.199871238481137
"cg03517918",0.227523955946122
"cg21130113",-0.120847384464089
"cg11727790",0.119876437363817
"cg26073061",0.209996119059503
"cg00373436",-0.108634044598357
"cg15109207",0.172738049005831
"cg19466702",0.177368069058917
"cg04962763",0.110926178969508
"cg02205445",0.165271437172135
"cg17004121",0.224417812469909
"cg16763885",-0.125638178293112
"cg06134364",0.248827956517774
"cg04289992",0.162816506463141
"cg20005487",0.188908855126019
"cg10933988",0.232391636664074
"cg19926902",-0.0964367440383567
"cg09624858",0.237512441045047
"cg02876871",0.150615152857627
"cg08506113",0.246682857076453
"cg14403410",0.212676738947257
"cg26250831",0.164022153035444
"cg16280412",-0.093323124776259
"cg04653264",0.183829962261306
"cg07182010",0.173369784941835
"cg18549946",0.238562417575557
"cg11465057",0.237178946435877
"cg14028166",0.292359666524381
"cg05591235",0.144524647466495
"cg10558642",0.108836593677657
"cg07374666",0.206710585166962
"cg19037241",0.254346929680429
"cg22323421",0.21824710370794
"cg21559140",-0.138888921693866
"cg04011925",-0.0836490709247469
"cg09055357",0.132491775468562
"cg10384264",0.22198493672503
"cg05670193",-0.14515703660894
"cg19589317",-0.16053719493074
"cg27589796",0.24045167815356
"cg03036668",0.267620712887019
"cg25585279",0.154143085030978
"cg18293541",-0.133166430229398
"cg23628010",0.248944896064041
"cg03627985",0.118314442453902
"cg06298701",0.172179542230801
"cg13949877",0.18092928023161
"cg09563025",0.0498757503868471
"cg01036503",-0.0984008485430545
"cg25318962",0.165123737552196
"cg22990850",-0.134386698873384
"cg01011432",-0.164008090471073
"cg14205402",0.169219323860542
"cg10889060",0.167322185832406
"cg06819923",0.1112050238588
"cg14976780",0.130513627185812
"cg25651593",-0.167832566575276
"cg03612577",0.120965100957623
"cg16512364",0.107757632257418
"cg01959873",0.116316611575278
"cg11060092",0.176171027353776
"cg07598561",0.125873852092711
"cg20901526",-0.105749067605352
"cg18533527",0.169121828744534
"cg11898303",0.159001332020898
"cg05410587",0.199014968856366
"cg24127410",0.120394285580537
"cg00455494",-0.0921988524327239
"cg01887834",0.137957918124805
"cg05945608",0.152456187106493
"cg24590723",0.151098397616776
"cg10927422",0.137630951874526
"cg13632739",0.144412596315481
"cg07546360",-0.161325856220974
"cg10198932",0.165588084767436
"cg18480591",0.152379686244598
"cg10177158",0.131030714111678
"cg24146265",0.218593061713199
"cg08644489",-0.217661202963643
"cg03641958",0.238354076176522
"cg13717343",-0.110783064416409
"cg05876069",-0.110838520700672
"cg08871282",0.221052997258752
"cg09528218",-0.230624457678547
"cg10554126",0.220197209283814
"cg10787596",-0.33214183186442
"cg01352212",-0.126431130492826
"cg26745471",0.148307132677069
"cg13710761",0.197899853090202
"cg21131115",0.203390700588366
"cg06611322",0.121632096303551
"cg16986661",0.158232186181772
"cg09232358",-0.121904647320751
"cg24860114",0.153900328265692
"cg12702661",0.162055289220952
"cg21161307",0.22671510075936
"cg15078322",0.113966916498222
"cg03252549",0.2325404627592
"cg06401035",0.130632684857472
"cg14876940",0.160649335183575
"cg22889757",-0.0991088187902532
"cg00976081",0.170720256398857
"cg09856696",0.171840099911486
"cg14002578",0.162282926715128
"cg16461139",0.14216234986609
"cg09581065",0.209190356452877
"cg20120737",0.238645427701097
"cg22187085",0.196801822503498
"cg15081500",0.2486026663653
"cg22867984",0.0724423278477682
"cg00109293",0.0808032428653444
"cg14042121",-0.119311919915048
"cg01607771",0.162485493396858
"cg20307125",0.219225024493477
"cg11143552",0.197947671919454
"cg06825518",0.15865805108053
"cg13713663",-0.116261684052908
"cg09408355",0.212413535898136
"cg03342417",0.147386774734597
"cg00278359",-0.136326504265688
"cg17276684",0.19822443569045
"cg25072592",0.0920755386609729
"cg26628031",0.207951665152715
"cg13249798",0.149232268388276
"cg17229197",0.169874606820226
"cg10530311",-0.215363825703484
"cg21998431",-0.169015515661818
"cg18353095",0.229763261188127
"cg11705746",0.188455629068392
"cg03807330",-0.0778097863592507
"cg16148454",0.230340528092278
"cg04508114",0.107846874340113
"cg20357185",0.127700959696601
"cg04343927",0.197499475439336
"cg12361076",0.144163159292047
"cg13485320",-0.114450714824755
"cg15445725",0.133068937995926
"cg02711951",0.204923860543278
"cg15714227",0.218839773301857
"cg08859675",0.104777509334651
"cg17636033",0.218912583552938
"cg15483813",0.192840676143941
"cg03037114",0.169726676098151
"cg06078747",0.0795525383897746
"cg23406740",0.193544299383882
"cg13417544",0.128433505610417
"cg14422096",0.134181610295143
"cg15537651",-0.118569293883542
"cg17507541",0.123366721672906
"cg24310959",-0.165974321133403
"cg00618078",-0.0884050849296322
"cg07697177",0.246478811807815
"cg11682700",0.127975202787813
"cg14856563",-0.415533721580922
"cg00442137",-0.157882160942206
"cg23924570",0.114038761907691
"cg18109527",0.132178769592662
"cg02773549",-0.104173586858542
"cg04537173",-0.1287425042102
"cg22338623",0.237160279117851
"cg09782763",-0.109601522681434
"cg10127822",0.0865042661840352
"cg13686179",0.0748007070360523
"cg01335367",-0.122799064436646
"cg26337745",0.18205720796093
"cg00467652",-0.0970809108583943
"cg01892772",0.199348673975541
"cg01171706",0.251260340396729
"cg22405137",0.191741887582118
"cg24632920",0.224713236440445
"cg25925691",0.150769896610862
"cg06807837",0.233932359743637
"cg25640780",-0.116016279672877
"cg06096015",-0.116804980056533
"cg15086607",-0.133686391757735
"cg07376696",0.106177716424109
"cg10704263",-0.121532697037081
"cg18643317",0.140830820263795
"cg26133767",0.150895832258771
"cg14672128",0.103513977232793
"cg21428393",-0.111026827574688
"cg26377940",0.158571830494015
"cg01471111",0.166591632534331
"cg16259916",-0.100767640537978
"cg09134760",0.189380924291383
"cg01713276",-0.149289840005385
"cg06075311",-0.119360161343423
"cg04905791",-0.199611127250759
"cg24754181",-0.131317388042822
"cg04091702",0.117411427924555
"cg00662057",0.239535206741593
"cg15694400",0.185082367323667
"cg12478911",0.12632292281114
"cg26993798",0.150699308899651
"cg20944151",-0.187634344389494
"cg26597485",0.205383189668582
"cg19714950",-0.0788931259681533
"cg09262559",-0.0864854507419625
"cg19210230",0.165503053797357
"cg25198340",0.119689093563596
"cg20664247",0.12126426216067
"cg22793142",0.22294387298321
"cg20073327",0.203927864325661
"cg02465427",0.186433983149429
"cg07438401",0.17674969991458
"cg14889387",-0.0877009538878672
"cg26008785",0.084541985446066
"cg23497020",-0.195351419309541
"cg14577463",0.190473777584852
"cg01991752",-0.105185304970262
"cg20471532",-0.159233630199166
"cg12961165",0.124316581500278
"cg19446575",0.206608732633271
"cg24689264",-0.120489050549771
"cg02777343",0.204073708904971
"cg05599246",0.174399928051898
"cg10305890",0.133258537475249
"cg19932169",0.142041271829714
"cg13716165",0.149807533721702
"cg26304689",0.202028658243478
"cg13857947",0.135916710242474
"cg04676245",0.248136113852903
"cg13707005",0.179022149768495
"cg22872766",0.197010205622881
"cg03630386",-0.0955250072294317
"cg17751510",0.100052681472769
"cg09955471",0.135562716917557
"cg09728102",-0.163382098097673
"cg07412883",0.122791599333133
"cg09265718",-0.104387954309788
"cg03218820",0.175096490213485
"cg12713819",0.194863020782425
"cg10256045",0.275450232018676
"cg26740525",0.147312062517978
"cg22018544",0.135037645716415
"cg09213696",-0.190725210612399
"cg26572973",0.166889723805875
"cg06942111",-0.139460925081697
"cg01632562",0.145125065903032
"cg04295702",0.150290081564534
"cg14471996",0.147543062543201
"cg03550138",-0.185687548948077
"cg13685330",0.122647649698945
"cg06897636",0.207876711647939
"cg22046498",0.175065244713828
"cg13451481",0.194736514413391
"cg00540593",0.0921640022490069
"cg12787209",0.103117274739904
"cg23975975",0.136531366104881
"cg18093596",0.135858779500765
"cg05719472",0.205723074435757
"cg25230291",0.158596349075326
"cg04379348",-0.194061053483082
"cg14449498",0.185100003155809
"cg13117953",0.19245702402297
"cg06796271",0.120227117013538
"cg03166160",0.172932814651227
"cg05807830",0.186656880870131
"cg12267557",0.242738657033285
"cg23804938",0.147576979919726
"cg26408382",0.205291723657816
"cg08585038",0.211982569442059
"cg12468234",0.166234995872505
"cg09509075",0.152078335818257
"cg02102810",-0.135962759292322
"cg06371489",0.160855919009102
"cg12007362",0.151072989852356
"cg17984293",0.198799586914234
"cg25829889",0.200203914788928
"cg24071676",0.225439085933379
"cg22395779",0.144547155693247
"cg10237835",0.143724930736916
"cg27164152",-0.170624046620327
"cg26319873",0.204629894212217
"cg25329734",-0.13696733495564
"cg05979996",0.119865628006273
"cg18833140",0.190994165681147
"cg14088282",-0.113141395135268
"cg26712714",0.158483402602662
"cg19437852",0.238273702813871
"cg18416058",0.193360312268106
"cg02046079",0.215304215710563
"cg02169722",0.10872420903167
"cg09928672",0.215351206458181
"cg04869379",0.157630287751066
"cg09726198",0.19166781110321
"cg25370441",0.114154270821126
"cg03924136",0.278674945289048
"cg24589102",0.0856587770832212
"cg21066357",0.189382601114503
"cg27559596",0.388116740793771
"cg26192689",0.148121004266767
"cg17186621",0.164103650875899
"cg13776526",-0.0783211296188395
"cg13209154",0.200226722880239
"cg18263583",0.160988365753082
"cg27164337",0.172507902707282
"cg16520191",0.19837999277039
"cg12087197",0.182790439800178
"cg20650464",0.142824017180489
"cg01440696",-0.10072690949148
"cg06124005",0.162548660785187
"cg10130162",0.114820459935797
"cg11804818",0.102017250658607
"cg15265733",0.165705516922168
"cg03086379",-0.110036753822364
"cg12250841",0.189848178687169
"cg08262559",-0.11484630908578
"cg25496680",0.207714758534314
"cg26677675",0.138578348709604
"cg16403981",0.100220289578997
"cg17932753",0.265448746664733
"cg15751276",0.179323851304938
"cg08841027",0.160151598522592
"cg19367449",0.190028625315791
"cg12077188",0.211982329642299
"cg24364640",-0.0673198147488292
"cg13996750",0.179559241516882
"cg01363324",0.212184866974922
"cg06813482",0.149570684542049
"cg25567495",0.2255338544403
"cg15116802",0.197066083757469
"cg03623130",-0.0794387802520914
"cg18030770",0.194974158268038
"cg07968499",-0.257337266858895
"cg12764843",0.222412291810214
"cg26224455",-0.153605203333783
"cg03379271",0.197287571282242
"cg24116800",0.183986333822003
"cg16525439",0.111313382820617
"cg25072198",-0.172618338329731
"cg05855048",0.147978995552182
"cg19953487",0.278230587831721
"cg05264377",0.169584303319299
"cg01616753",0.168479734384195
"cg23965481",-0.198192583520169
"cg25475764",0.158084695009461
"cg21984645",0.170526302356566
"cg03201697",0.153318534678988
"cg18303423",0.0930180644176368
"cg12071474",0.164021397644229
"cg14846609",-0.15101192528849
"cg01611783",-0.147135130090753
"cg19539004",0.172362433223736
"cg06377585",0.148066649533465
"cg10056190",-0.0846836657545056
"cg04343789",0.186925242812491
"cg11506453",0.277526565186374
"cg23886221",0.160130054120593
"cg18328933",0.090809192321999
"cg01803362",-0.127647759867692
"cg14598846",-0.095959905143368
"cg21161568",0.248089872208906
"cg05104052",-0.120783991568449
"cg05510339",0.171719148874679
"cg16086807",0.175007066745453
"cg21079591",0.123896868481875
"cg05868473",0.152234161641227
"cg20080878",0.104403269154552
"cg05738389",0.241559788467968
"cg23316449",0.116231912902812
"cg24951886",0.17194646936975
"cg17873222",0.135979157040012
"cg07434277",0.222661810996517
"cg07897871",0.206561685716313
"cg23346134",-0.142437230016369
"cg20636248",-0.0695360784205722
"cg26882410",0.221946761247606
"cg10146727",0.171412887948376
"cg15384945",-0.107996329952685
"cg10321146",0.143039485711596
"cg23444892",0.191447168249791
"cg10334778",-0.257901375988262
"cg02600063",0.216508913529305
"cg02228774",0.225862181792914
"cg06354193",0.213383923856331
"cg05633807",-0.112148992406783
"cg09475649",0.116415071281412
"cg16746665",0.136051411319252
"cg00791412",0.116119692273495
"cg17658118",0.237904591735703
"cg08335587",-0.0930147135102087
"cg08836623",0.180087577267434
"cg08862267",0.264495443148891
"cg16003341",0.144037750597829
"cg25851036",0.149798915178467
"cg11924238",0.227924767348724
"cg21459867",0.177251711053899
"cg11908699",0.145940433991021
"cg11369238",0.173701331947963
"cg10141221",0.206696614284091
"cg13870451",-0.134957155175563
"cg16781135",0.180856086684649
"cg18300492",0.207533863583781
"cg21327112",0.211153578079008
"cg12060505",0.16062822929747
"cg07277559",-0.103686452104873
"cg03122269",-0.16450962897763
"cg18734472",0.122955491326766
"cg10446465",0.114016793955301
"cg07008193",-0.129427345478974
"cg13377224",0.249253201194006
"cg02258444",0.174548015100224
"cg10395657",0.161449093960928
"cg24374476",-0.169921551875941
"cg18112787",-0.0901156396952521
"cg04581004",0.150905619398761
"cg18715873",0.240507840668499
"cg03092680",0.164613758577811
"cg25353120",0.111674946061523
"cg01255193",-0.128405747551463
"cg07139672",-0.125219334373576
"cg09243909",0.102587018093731
"cg17447802",0.189767754700752
"cg20416179",0.199610376901981
"cg24814707",0.136809891306699
"cg25673843",0.109745750238563
"cg07228978",0.136688113687485
"cg13345299",0.152013908647648
"cg02374207",0.23290327053269
"cg12184937",0.374810687383843
"cg04376278",0.175016052548698
"cg06621763",0.122233510802115
"cg10652507",0.144395055587189
"cg21356834",0.13108650322591
"cg16398956",-0.0877869663242688
"cg14934702",0.118440474797055
"cg16033864",-0.121628670405617
"cg02151120",0.114752046662296
"cg27126437",0.199187433777494
"cg16629741",0.154433154926977
"cg18079499",0.208519859779887
"cg16444840",0.172608604703246
"cg17437960",0.125818346662329
"cg19361078",0.246634766143617
"cg05507459",0.0934361696221547
"cg05675611",0.179625448982468
"cg25575115",0.231222751928932
"cg00779206",-0.117266555766914
"cg24564492",0.149501111021938
"cg23510527",0.226464451134004
"cg19582634",0.244812021143775
"cg18482934",0.191683486323757
"cg13107347",0.114611977768328
"cg25901975",0.249287651585682
"cg23111696",0.203895873370633
"cg10362033",-0.0999913706220599
"cg20223214",0.102001925433042
"cg13475877",-0.132240081504028
"cg04211829",0.148964058931055
"cg04993279",0.152935560977388
"cg09503219",0.211691760467429
"cg02464555",-0.101746064692652
"cg06565379",-0.0757462046127527
"cg14247575",0.124416417639268
"cg14073535",0.22441938089904
"cg07245258",0.0882734554377797
"cg26954112",0.124554670085907
"cg00907078",0.2372732185668
"cg13983586",-0.121355039881939
"cg07140136",0.187241617578934
"cg21571135",0.192512592159616
"cg03349408",-0.105018193792228
"cg09831748",-0.158078988386936
"cg14221831",0.19491661509428
"cg02387660",0.182489446988905
"cg11789328",0.170284511625709
"cg07788438",0.224305231543247
"cg16709403",0.183500457921534
"cg15831835",0.243949111216058
"cg18634506",0.169243079422756
"cg21432334",0.151269041849484
"cg09130611",0.10801006329326
"cg00055945",-0.188203845872237
"cg16701852",-0.0986016242875283
"cg20175900",0.137216762696421
"cg07283107",0.12808848705935
"cg14585083",-0.0891318463818218
"cg15180629",0.134453363541565
"cg03416917",-0.0792684765067484
"cg09580328",0.21756422711423
"cg19133921",0.188439319426822
"cg21008900",0.207096403233706
"cg09556279",0.227720050732511
"cg05414815",0.130811387786639
"cg19230867",-0.163853781098354
"cg08235835",0.109282444147796
"cg26548685",0.176777736915267
"cg11323255",0.145588736937327
"cg08123045",-0.119678467148317
"cg04839706",0.163825990775653
"cg20897301",-0.17355319671333
"cg12972064",-0.186567665700551
"cg01148781",-0.126754856114107
"cg19598713",0.198739781756176
"cg06169746",-0.121977354131999
"cg01499479",-0.0933356761197324
"cg21596995",-0.138012410209433
"cg26146569",0.128902491909977
"cg08121550",0.0937768429157842
"cg07493824",-0.121257451554402
"cg17622397",-0.112798080817572
"cg05758467",0.195905650277221
"cg14567513",0.229051390632579
"cg16037106",0.225377386774533
"cg02356833",0.152963274700918
"cg04390652",0.194441020503496
"cg26654559",0.190097556375917
"cg14463446",0.300774477395337
"cg21986272",0.146737687758858
"cg06959596",0.188224307440917
"cg23702046",0.219965428116475
"cg27334919",0.156034810935167
"cg11042402",0.159757373773726
"cg26420469",0.157971461323826
"cg04717170",0.19154788046957
"cg08621540",0.171954085878484
"cg21614535",0.123620798363128
"cg12920464",0.201770077177768
"cg12647227",0.205736161741164
"cg22378874",-0.125524910660722
"cg13800491",0.126594508263225
"cg06102340",-0.151867920658046
"cg12024681",0.0943196127458263
"cg14722148",0.142022826428064
"cg26000536",0.0873229208915287
"cg00446763",0.129592546975817
"cg17251401",-0.0897517697964703
"cg13946929",0.120335992182682
"cg22992099",0.150175338082076
"cg14259980",-0.114797603935371
"cg04746453",0.156460877625485
"cg18950228",0.215838521503438
"cg04152021",0.179769333926328
"cg24790600",0.0978681076576513
"cg15858512",0.163056003662682
"cg06217673",0.174743637609655
"cg02141748",0.155742031038769
"cg19453003",0.214048268346833
"cg09316169",0.171236146986689
"cg08765662",0.258746673107352
"cg02405813",0.109706998816584
"cg04028605",0.219943110336419
"cg24118984",0.119741741527596
"cg02726617",-0.128557990073342
"cg27413739",0.231532183482724
"cg22568403",-0.116275824337045
"cg12880172",0.221568831080452
"cg25399403",0.188908780994353
"cg13170721",0.259213302859028
"cg16330742",-0.147393970053971
"cg10310642",0.17994547622536
"cg26225893",0.168721012147955
"cg01706263",-0.11970415647285
"cg00722323",0.180076474865932
"cg17645946",0.188736437073558
"cg23988892",0.157354488097134
"cg25458727",0.14044166578451
"cg19488246",0.15882332536719
"cg15083499",0.171623087601467
"cg11353792",-0.155330145575765
"cg13609534",0.104752789691256
"cg17278549",0.127278322128874
"cg10386105",-0.160638261698721
"cg22529374",0.179166005863615
"cg03858720",0.220248708137491
"cg06952660",0.224795079149699
"cg19355078",0.130103836026074
"cg19348286",0.169320349593797
"cg23416002",0.125166099888848
"cg17624339",0.160452515935274
"cg12819536",0.217805619129216
"cg19007948",0.183325807587964
"cg01124457",0.158341559207625
"cg00154810",0.194402510467624
"cg02744945",0.139761378399251
"cg11543317",0.19604109123809
"cg05600412",0.218001981204477
"cg02123631",0.221763441530947
"cg15133570",0.181415354531194
"cg10932140",0.135467652392475
